gregorian,h_year,h_month,h_day
1968-05-17,5728,2,19
2082-01-21,5842,10,20
2098-12-09,5859,9,15
2084-10-24,5845,7,25
1994-06-01,5754,3,22
2003-06-02,5763,3,2
1955-10-14,5716,7,28
1997-02-26,5757,12,19
2012-07-18,5772,4,28
2096-07-18,5856,4,28
1965-08-10,5725,5,12
2028-10-12,5789,7,22
1971-01-24,5731,10,27
2089-03-03,5849,12,21
2095-09-04,5855,6,5
1992-07-07,5752,4,6
1987-08-29,5747,6,4
2095-06-19,5855,3,17
2082-05-08,5842,2,9
2055-06-29,5815,4,3
2073-08-26,5833,5,23
2012-11-29,5773,9,15
2077-07-12,5837,4,21
2059-07-02,5819,4,21
2063-07-16,5823,4,19
2026-10-29,5787,8,18
1979-10-13,5740,7,22
2060-07-22,5820,4,24
1974-12-25,5735,10,11
2090-10-28,5851,8,4
1987-01-28,5747,10,27
2095-12-21,5856,9,25
1987-02-18,5747,11,19
2094-07-09,5854,4,25
1960-08-26,5720,6,3
2052-04-15,5812,1,16
2012-12-12,5773,9,28
2045-07-04,5805,4,19
2000-06-08,5760,3,5
2057-02-03,5817,11,29
2046-09-02,5806,6,1
1980-03-18,5740,1,1
2008-01-27,5768,11,20
2076-04-29,5836,1,26
2002-07-05,5762,4,25
2001-11-30,5762,9,15
2052-10-06,5813,7,13
1997-12-20,5758,9,21
2042-04-20,5802,1,30
2071-11-20,5832,8,28
2096-04-07,5856,1,15
1967-02-01,5727,11,21
1974-04-30,5734,2,8
2084-08-03,5844,5,2
2090-12-23,5851,10,2
2023-11-08,5784,8,24
1960-08-21,5720,5,28
1999-10-05,5760,7,25
2067-09-08,5827,6,28
1972-10-07,5733,7,29
2075-11-09,5836,9,2
1973-10-23,5734,7,27
1994-10-19,5755,8,14
1976-03-29,5736,13,27
2077-08-23,5837,6,4
2007-10-17,5768,8,5
2098-08-27,5858,5,29
1994-06-02,5754,3,23
2086-08-18,5846,6,8
2071-05-03,5831,2,4
2020-06-18,5780,3,26
2037-10-28,5798,8,19
1975-07-06,5735,4,27
2053-08-10,5813,5,26
2063-06-22,5823,3,25
1998-03-20,5758,12,22
2062-08-25,5822,5,19
2024-04-28,5784,1,20
2017-04-26,5777,1,30
2031-02-06,5791,11,13
1963-07-21,5723,4,29
2063-09-10,5823,6,16
2092-07-28,5852,4,23
2087-12-17,5848,9,22
1966-09-15,5727,7,1
2022-04-14,5782,1,13
2042-07-08,5802,4,20
2084-07-15,5844,4,12
1999-12-03,5760,9,24
2074-08-26,5834,6,3
2016-03-22,5776,13,12
2031-08-02,5791,5,13
2037-07-27,5797,5,15
2008-09-22,5768,6,22
2054-06-03,5814,2,26
1950-06-12,5710,3,27
2088-11-25,5849,9,12
2081-06-21,5841,3,14
1966-09-18,5727,7,4
2081-02-24,5841,12,15
2032-04-04,5792,1,23
2063-11-28,5824,9,7
2069-03-02,5829,12,9
2075-02-11,5835,11,26
2014-04-11,5774,1,11
1961-05-13,5721,2,27
2092-10-07,5853,7,6
2045-11-22,5806,9,13
2021-05-12,5781,3,1
1989-01-31,5749,11,25
2027-02-03,5787,11,26
2098-01-01,5858,10,27
1988-01-05,5748,10,15
2038-10-07,5799,7,8
1998-03-08,5758,12,10
2007-12-07,5768,9,27
2098-08-18,5858,5,20
2000-11-19,5761,8,21
2010-08-09,5770,5,29
2048-03-15,5808,1,1
2053-09-12,5813,6,29
1973-06-07,5733,3,7
2051-08-01,5811,5,23
2037-01-31,5797,11,15
2091-06-12,5851,3,26
2011-09-05,5771,6,6
2072-06-20,5832,4,4
2086-10-09,5847,8,1
1958-09-08,5718,6,23
1958-03-30,5718,1,9
1967-11-13,5728,8,10
2062-05-10,5822,1,30
2090-08-26,5850,5,30
2032-06-18,5792,4,9
1952-12-03,5713,9,15
1972-04-17,5732,2,3
2029-03-07,5789,12,20
2031-11-30,5792,9,15
1950-02-14,5710,11,27
2026-10-05,5787,7,24
1986-04-21,5746,1,12
2073-07-21,5833,4,16
1973-09-02,5733,6,5
2066-08-18,5826,5,27
2004-03-01,5764,12,8
1978-07-11,5738,4,6
1999-03-03,5759,12,15
1966-10-01,5727,7,17
2067-06-15,5827,4,2
2014-09-03,5774,6,8
1994-12-05,5755,10,2
1964-10-15,5725,8,9
2016-09-20,5776,6,17
2069-03-26,5829,1,4
2066-06-08,5826,3,15
1979-09-13,5739,6,21
1959-04-17,5719,1,9
2021-02-11,5781,11,29
2062-04-02,5822,13,21
2004-10-25,5765,8,10
2080-04-06,5840,1,17
2075-07-02,5835,4,19
2085-07-05,5845,4,12
1992-01-05,5752,10,29
2067-08-12,5827,6,1
1966-05-13,5726,2,23
2076-04-06,5836,1,3
1967-01-29,5727,11,18
1950-03-13,5710,12,24
1988-04-17,5748,1,30
2035-07-22,5795,4,15
1963-12-26,5724,10,10
2056-07-10,5816,4,26
1990-08-02,5750,5,11
2043-03-16,5803,13,4
2072-01-04,5832,10,13
2029-11-09,5790,9,2
1951-09-01,5711,5,30
1951-06-13,5711,3,9
2074-10-23,5835,8,2
2011-08-25,5771,5,25
2096-08-12,5856,5,24
1971-08-22,5731,6,1
2025-10-10,5786,7,18
2074-07-13,5834,4,18
1973-09-19,5733,6,22
2035-09-18,5795,6,14
1962-09-16,5722,6,17
1991-01-30,5751,11,15
2018-09-25,5779,7,16
1966-01-11,5726,10,19
2081-02-13,5841,12,4
2094-08-12,5854,5,30
1968-05-18,5728,2,20
1968-07-08,5728,4,12
2006-03-23,5766,12,23
2003-09-11,5763,6,14
1974-08-09,5734,5,21
2018-09-03,5778,6,23
2088-10-12,5849,7,27
2095-12-10,5856,9,14
2085-02-19,5845,11,24
1973-11-21,5734,8,26
2065-02-12,5825,12,6
2071-07-01,5831,4,4
1975-08-20,5735,6,13
1962-04-11,5722,1,7
2045-03-10,5805,12,21
2051-01-26,5811,11,13
1951-07-10,5711,4,6
2059-07-05,5819,4,24
2066-08-19,5826,5,28
1979-06-13,5739,3,18
2028-12-19,5789,10,1
2013-01-05,5773,10,23
2079-08-17,5839,5,20
1988-03-24,5748,1,6
2062-09-11,5822,6,6
2084-04-05,5844,13,29
1977-02-28,5737,12,10
2023-11-15,5784,9,2
2060-07-17,5820,4,19
2073-03-10,5833,13,1
2029-05-18,5789,3,4
1988-12-24,5749,10,16
1965-07-22,5725,4,22
1968-01-11,5728,10,10
1975-02-14,5735,12,3
2085-01-04,5845,10,7
1972-02-06,5732,11,21
2055-10-15,5816,7,23
2080-12-25,5841,10,13
2018-11-27,5779,9,19
2027-01-17,5787,11,9
2006-06-07,5766,3,11
2091-12-11,5852,9,30
1975-02-02,5735,11,21
1994-06-17,5754,4,8
1999-09-12,5760,7,2
2065-08-30,5825,5,28
1965-02-12,5725,12,10
2049-04-18,5809,1,16
2057-11-02,5818,8,5
2057-08-29,5817,5,29
2059-01-08,5819,10,23
2001-02-14,5761,11,21
2089-10-08,5850,8,4
2073-11-22,5834,8,22
1954-10-24,5715,7,27
2068-02-20,5828,12,17
2004-02-15,5764,11,23
1986-11-12,5747,8,10
2042-11-25,5803,9,12
2058-11-25,5819,9,9
2084-03-08,5844,13,1
2020-04-16,5780,1,22
2003-01-11,5763,11,8
2065-12-10,5826,9,12
1959-10-17,5720,7,15
2092-06-05,5852,2,29
1992-12-11,5753,9,16
2038-10-18,5799,7,19
2019-03-29,5779,13,22
1970-03-25,5730,13,17
1993-04-04,5753,1,13
2039-08-22,5799,6,2
2064-06-28,5824,4,14
2056-07-26,5816,5,13
1962-09-28,5722,6,29
2044-10-15,5805,7,24
1952-03-01,5712,12,4
2014-10-16,5775,7,22
2006-10-14,5767,7,22
1973-09-06,5733,6,9
2019-05-30,5779,2,25
2051-12-26,5812,10,23
2025-07-07,5785,4,11
2015-07-26,5775,5,10
2048-01-13,5808,10,27
2072-07-16,5832,5,1
1980-12-31,5741,10,24
2034-07-07,5794,4,20
2088-03-23,5848,1,1
1963-02-05,5723,11,11
1952-12-29,5713,10,11
2055-05-23,5815,2,25
1962-02-12,5722,12,8
1952-06-22,5712,3,29
1997-01-16,5757,11,8
1988-09-16,5749,7,5
1957-02-23,5717,12,22
1960-11-06,5721,8,16
2091-08-15,5851,6,1
2021-05-29,5781,3,18
2001-05-28,5761,3,6
2062-10-14,5823,7,10
2077-11-12,5838,8,26
2039-11-26,5800,9,9
2087-08-23,5847,5,25
2075-12-04,5836,9,27
2022-03-07,5782,13,4
2064-12-06,5825,9,27
2046-06-21,5806,3,17
2060-07-15,5820,4,17
1977-05-25,5737,3,8
1999-10-15,5760,8,5
1964-12-31,5725,10,26
2005-08-10,5765,5,5
2041-09-28,5802,7,3
1986-06-17,5746,3,10
2094-12-28,5855,10,21
1977-11-17,5738,9,7
2046-03-30,5806,13,22
2008-08-17,5768,5,16
2020-02-09,5780,11,14
2055-03-23,5815,12,23
2063-10-24,5824,8,1
2086-12-11,5847,10,6
2099-09-27,5860,7,13
2072-03-14,5832,12,24
2065-05-26,5825,2,20
1961-11-11,5722,9,3
2005-08-27,5765,5,22
2075-05-13,5835,2,28
2028-07-01,5788,4,7
2080-12-22,5841,10,10
1992-10-26,5753,7,29
1960-05-22,5720,2,25
1993-11-13,5754,8,29
2027-12-17,5788,9,17
1970-10-24,5731,7,24
2031-05-08,5791,2,15
2059-11-12,5820,9,7
2059-03-30,5819,1,16
1959-11-16,5720,8,15
2069-07-07,5829,4,18
2083-01-30,5843,11,11
2068-01-28,5828,11,24
2082-11-23,5843,9,2
1981-07-08,5741,4,6
1971-06-07,5731,3,14
1952-04-10,5712,1,15
2077-01-06,5837,10,11
1974-08-15,5734,5,27
2075-11-14,5836,9,7
1952-01-14,5712,10,16
1979-05-25,5739,2,28
2039-01-26,5799,11,1
2012-03-17,5772,12,23
2043-11-04,5804,8,1
2042-10-21,5803,8,7
2090-06-28,5850,3,30
2097-07-31,5857,5,22
2079-04-30,5839,1,29
1996-07-08,5756,4,21
1979-12-17,5740,9,27
2016-09-21,5776,6,18
1972-10-10,5733,8,2
2084-07-13,5844,4,10
2090-02-26,5850,12,26
1998-03-23,5758,12,25
2081-07-05,5841,3,28
1971-03-08,5731,12,11
2088-06-01,5848,3,12
1955-04-08,5715,1,16
2010-02-10,5770,11,26
2027-01-13,5787,11,5
1998-10-20,5759,7,30
2043-12-30,5804,9,28
1961-06-17,5721,4,3
1997-03-07,5757,12,28
2077-10-23,5838,8,6
2053-06-20,5813,4,4
2062-08-06,5822,4,29
1963-10-30,5724,8,12
2039-01-09,5799,10,13
2031-09-04,5791,6,16
2041-08-25,5801,5,28
2014-08-14,5774,5,18
1959-12-13,5720,9,12
2039-08-24,5799,6,4
2051-09-19,5812,7,13
1979-12-11,5740,9,21
2015-12-22,5776,10,10
1978-03-24,5738,13,15
1995-10-11,5756,7,17
1968-06-18,5728,3,22
2052-12-22,5813,10,1
2070-12-16,5831,10,14
2079-09-09,5839,6,13
1970-09-11,5730,6,10
1990-12-25,5751,10,8
2082-12-01,5843,9,10
2041-04-19,5801,1,18
1957-11-26,5718,9,3
1952-03-16,5712,12,19
1993-11-17,5754,9,3
1958-04-02,5718,1,12
2034-08-25,5794,6,10
2015-04-23,5775,2,4
1976-12-05,5737,9,13
1982-02-10,5742,11,17
1956-05-06,5716,2,25
2049-03-14,5809,13,10
2094-02-06,5854,11,20
2078-02-12,5838,11,29
2067-08-27,5827,6,16
2025-03-31,5785,1,2
1990-04-14,5750,1,19
2007-09-28,5768,7,16
2024-09-08,5784,6,5
2079-03-29,5839,13,26
2007-05-29,5767,3,12
1998-09-03,5758,6,12
2098-03-17,5858,13,13
1963-12-23,5724,10,7
2052-07-20,5812,4,23
2016-11-22,5777,8,21
1971-06-05,5731,3,12
2040-01-30,5800,11,15
2070-10-25,5831,8,20
1959-06-14,5719,3,8
1982-03-07,5742,12,12
1990-01-17,5750,10,20
2094-04-28,5854,2,12
2042-07-18,5802,5,1
1958-03-29,5718,1,8
2021-12-09,5782,10,5
1962-05-15,5722,2,11
2033-06-14,5793,3,17
2000-08-27,5760,5,26
2088-10-16,5849,8,1
2005-09-30,5765,6,26
1965-07-02,5725,4,2
2049-03-29,5809,13,25
2031-12-15,5792,9,30
1951-06-07,5711,3,3
2016-03-12,5776,13,2
1986-01-03,5746,10,22
2002-04-27,5762,2,15
2051-03-01,5811,12,17
2090-10-06,5851,7,12
2004-07-13,5764,4,24
2082-09-13,5842,6,19
2061-09-25,5822,7,11
1993-07-11,5753,4,22
2033-03-29,5793,13,28
2016-01-30,5776,11,20
2056-03-02,5816,12,14
2038-07-10,5798,4,7
2088-08-17,5848,5,30
2089-03-20,5849,1,9
1985-01-24,5745,11,2
2081-06-04,5841,2,26
2048-01-26,5808,11,11
2086-06-14,5846,4,2
2092-10-26,5853,7,25
1993-12-25,5754,10,11
1977-01-06,5737,10,16
1951-02-22,5711,12,16
2023-07-29,5783,5,11
1954-04-16,5714,1,13
2047-03-03,5807,12,5
2012-02-28,5772,12,5
2064-02-09,5824,11,22
2074-06-05,5834,3,10
1950-04-06,5710,1,19
2086-03-05,5846,12,19
2017-07-07,5777,4,13
2082-06-07,5842,3,10
1968-08-26,5728,6,2
1986-10-26,5747,7,23
2045-01-23,5805,11,5
1992-09-25,5752,6,27
2038-04-14,5798,1,9
1960-09-30,5721,7,9
1975-07-19,5735,5,11
2077-09-09,5837,6,21
2000-03-17,5760,13,10
1966-09-10,5726,6,25
1957-11-17,5718,8,23
1991-07-14,5751,5,3
2043-04-05,5803,13,24
2024-02-12,5784,12,3
2075-10-02,5836,7,23
2016-11-01,5777,7,30
2032-04-05,5792,1,24
2084-03-12,5844,13,5
1965-03-27,5725,13,23
2054-03-17,5814,13,7
1967-02-24,5727,12,14
2040-09-08,5801,7,1
1973-12-15,5734,9,20
2064-05-02,5824,2,16
2097-02-15,5857,12,3
2020-10-04,5781,7,16
1963-06-06,5723,3,14
2051-11-19,5812,9,15
2028-01-19,5788,10,20
2068-11-10,5829,8,15
1973-06-15,5733,3,15
1992-06-26,5752,3,25
2002-05-03,5762,2,21
1996-10-30,5757,8,17
2006-07-10,5766,4,14
2093-09-09,5853,6,18
2075-09-24,5836,7,15
2099-04-08,5859,1,18
2081-12-11,5842,9,9
2008-07-16,5768,4,13
2007-01-26,5767,11,7
2031-03-28,5791,1,4
1998-10-18,5759,7,28
1991-12-01,5752,9,24
1963-05-27,5723,3,4
1986-05-16,5746,2,7
1974-06-04,5734,3,14
2089-12-10,5850,10,7
2088-03-09,5848,12,16
2054-11-30,5815,8,29
1969-07-21,5729,5,6
1977-11-19,5738,9,9
1968-12-16,5729,9,25
1979-06-30,5739,4,5
2030-08-31,5790,6,2
2033-08-16,5793,5,21
2006-05-07,5766,2,9
2022-12-10,5783,9,16
1971-08-31,5731,6,10
2046-02-28,5806,12,22
2014-04-15,5774,1,15
2088-03-21,5848,12,28
1987-04-04,5747,1,5
2005-04-27,5765,1,18
2033-02-19,5793,12,20
1997-07-20,5757,4,15
1971-07-08,5731,4,15
1966-03-23,5726,1,2
1978-04-13,5738,1,6
2094-11-27,5855,9,19
2073-02-05,5833,11,28
2004-08-02,5764,5,15
2098-04-12,5858,1,10
2076-06-11,5836,3,10
2075-01-15,5835,10,28
2058-04-02,5818,1,8
1957-03-28,5717,13,25
2099-12-28,5860,10,16
2008-10-25,5769,7,26
1976-08-12,5736,5,16
1966-05-14,5726,2,24
2077-08-08,5837,5,19
1994-07-16,5754,5,8
2013-10-30,5774,8,26
2021-02-05,5781,11,23
2042-02-17,5802,11,27
1958-10-14,5719,7,30
2071-07-04,5831,4,7
2003-08-15,5763,5,17
1996-09-06,5756,6,22
2097-02-23,5857,12,11
1981-03-13,5741,13,7
1955-07-30,5715,5,11
2031-02-20,5791,11,27
2049-10-02,5810,7,6
2084-03-24,5844,13,17
2048-09-15,5809,7,8
1994-10-31,5755,8,26
1966-12-30,5727,10,17
2032-11-26,5793,9,23
2092-06-07,5852,3,2
1975-01-31,5735,11,19
1971-10-17,5732,7,28
1952-02-23,5712,11,27
1961-01-24,5721,11,7
2098-12-29,5859,10,6
2090-02-15,5850,12,15
1989-11-19,5750,8,21
1985-07-20,5745,5,2
2097-10-16,5858,8,10
2016-10-16,5777,7,14
2073-02-20,5833,12,13
2063-02-04,5823,11,5
2065-09-04,5825,6,3
1965-01-29,5725,11,26
2054-06-27,5814,3,21
2055-03-02,5815,12,2
1996-06-10,5756,3,23
2095-10-31,5856,8,3
1963-06-16,5723,3,24
1953-11-29,5714,9,22
1961-07-27,5721,5,14
1985-06-25,5745,4,6
2065-11-28,5826,8,29
2029-07-25,5789,5,13
2095-03-19,5855,13,13
1973-02-09,5733,12,7
1966-07-03,5726,4,15
2095-02-20,5855,12,16
2009-06-28,5769,4,6
1957-08-30,5717,6,3
2032-09-18,5793,7,13
1959-02-01,5719,11,23
1980-02-22,5740,12,5
2052-12-21,5813,9,30
2027-09-21,5787,6,19
2097-06-07,5857,3,27
2079-12-26,5840,10,3
2020-11-15,5781,8,28
2039-01-08,5799,10,12
1955-04-17,5715,1,25
2072-08-03,5832,5,19
2026-07-22,5786,5,8
1981-01-03,5741,10,27
2013-07-05,5773,4,27
1988-07-11,5748,4,26
1983-08-01,5743,5,22
1999-05-05,5759,2,19
2000-03-19,5760,13,12
2030-01-10,5790,11,6
1976-09-01,5736,6,6
1956-03-20,5716,1,8
2061-02-05,5821,11,15
2060-09-14,5820,6,19
1994-02-06,5754,11,25
2066-02-21,5826,11,26
2039-07-08,5799,4,16
2023-12-04,5784,9,21
2048-10-22,5809,8,15
2035-12-14,5796,9,13
1960-12-10,5721,9,21
1965-09-27,5726,7,1
2000-03-14,5760,13,7
2018-09-22,5779,7,13
2065-04-23,5825,1,17
2093-01-15,5853,10,17
2044-05-06,5804,2,9
1994-09-15,5755,7,10
2063-03-06,5823,12,5
2093-12-06,5854,9,17
2047-07-20,5807,4,26
2092-08-14,5852,5,11
1953-07-03,5713,4,20
2018-08-19,5778,6,8
2090-04-19,5850,1,19
2014-06-08,5774,3,10
2036-01-26,5796,10,26
2047-09-14,5807,6,23
2090-03-19,5850,13,17
2036-12-18,5797,9,29
2011-09-24,5771,6,25
2040-02-22,5800,12,8
2007-09-15,5768,7,3
2019-09-08,5779,6,8
1998-07-11,5758,4,17
1982-04-07,5742,1,14
1954-09-05,5714,6,7
2007-03-20,5767,1,1
2057-02-20,5817,12,16
1989-04-19,5749,1,14
1955-04-05,5715,1,13
2095-06-18,5855,3,16
2089-09-10,5850,7,6
2000-05-29,5760,2,24
1960-07-06,5720,4,11
2095-02-04,5855,11,30
2034-08-20,5794,6,5
2044-12-29,5805,10,9
2014-02-18,5774,12,18
2087-08-05,5847,5,7
2054-10-14,5815,7,12
1991-10-07,5752,7,29
1978-08-23,5738,5,20
1967-12-20,5728,9,18
1994-06-22,5754,4,13
2067-11-11,5828,9,4
1993-04-09,5753,1,18
1997-10-28,5758,7,27
2045-10-04,5806,7,23
2096-06-19,5856,3,29
2091-12-21,5852,10,10
2082-04-01,5842,1,2
1960-01-13,5720,10,13
2087-02-03,5847,12,1
1989-05-15,5749,2,10
2093-01-27,5853,10,29
2013-08-30,5773,6,24
1981-03-03,5741,12,27
1981-08-06,5741,5,6
1992-06-11,5752,3,10
2056-04-25,5816,2,9
2007-01-22,5767,11,3
2082-06-09,5842,3,12
2075-03-05,5835,12,18
2014-05-18,5774,2,18
2056-02-22,5816,12,5
1955-01-23,5715,10,29
2076-03-21,5836,13,16
2075-09-13,5836,7,4
2013-02-06,5773,11,26
2051-11-08,5812,9,4
2051-02-16,5811,12,4
1975-07-01,5735,4,22
2051-01-14,5811,11,1
2095-05-30,5855,2,26
2038-04-27,5798,1,22
2047-04-10,5807,1,14
2005-06-15,5765,3,8
1981-07-02,5741,3,30
2037-12-31,5798,10,23
1956-10-23,5717,8,18
1966-03-13,5726,12,21
1991-09-28,5752,7,20
2057-12-15,5818,9,18
1989-04-05,5749,13,29
1953-07-30,5713,5,18
2035-10-07,5796,7,4
2060-03-11,5820,13,9
1986-02-24,5746,12,15
2094-09-13,5855,7,3
1973-05-31,5733,2,29
2011-02-21,5771,12,17
2078-08-22,5838,6,13
1981-11-04,5742,8,7
2093-12-23,5854,10,4
2008-01-23,5768,11,16
1960-09-08,5720,6,16
1953-12-07,5714,10,1
1976-07-03,5736,4,5
2055-04-04,5815,1,6
2076-06-10,5836,3,9
1975-06-02,5735,3,23
2088-12-10,5849,9,27
1969-11-26,5730,9,16
2044-06-07,5804,3,12
2015-06-22,5775,4,5
1963-01-06,5723,10,10
2017-01-12,5777,10,14
2076-05-31,5836,2,28
2020-12-24,5781,10,9
2055-02-24,5815,11,26
1968-02-17,5728,11,18
2010-05-22,5770,3,9
2007-11-20,5768,9,10
1974-06-26,5734,4,6
2028-05-21,5788,2,25
2092-01-30,5852,11,21
2064-09-13,5825,7,3
2037-06-02,5797,3,19
2066-06-25,5826,4,2
2006-12-06,5767,9,15
1981-04-04,5741,13,29
2050-11-01,5811,8,16
2074-06-12,5834,3,17
2060-02-13,5820,12,12
2091-03-18,5851,12,28
2014-01-09,5774,11,8
1990-01-21,5750,10,24
2069-06-01,5829,3,12
2055-09-04,5815,6,11
2096-02-20,5856,11,27
1981-06-18,5741,3,16
2017-11-22,5778,9,4
2005-01-19,5765,11,9
2081-09-13,5841,6,9
2073-07-15,5833,4,10
2002-11-05,5763,8,30
1981-11-20,5742,8,23
2080-10-09,5841,7,26
1950-04-28,5710,2,11
2075-12-17,5836,10,10
2052-10-13,5813,7,20
2020-04-06,5780,1,12
2088-04-23,5848,2,2
2051-10-28,5812,8,22
1982-09-02,5742,6,14
2007-02-05,5767,11,17
2095-02-14,5855,12,10
2059-09-13,5820,7,6
1989-08-20,5749,5,19
2064-10-08,5825,7,28
2051-06-23,5811,4,13
1968-09-05,5728,6,12
2039-01-11,5799,10,15
1975-03-28,5735,1,16
2009-06-03,5769,3,11
2083-09-26,5844,7,14
1963-12-18,5724,10,2
2012-03-24,5772,1,1
2007-05-01,5767,2,13
1980-02-15,5740,11,28
2064-02-25,5824,12,8
1965-12-02,5726,9,8
2077-03-17,5837,12,22
2070-03-22,5830,1,10
2010-03-30,5770,1,15
2030-02-20,5790,12,17
1952-01-17,5712,10,19
1987-08-16,5747,5,21
2074-05-17,5834,2,20
1962-03-01,5722,12,25
2012-11-20,5773,9,6
1996-01-20,5756,10,28
2091-03-20,5851,1,1
1969-05-21,5729,3,4
2079-04-07,5839,1,6
1950-03-25,5710,1,7
1958-08-22,5718,6,6
2019-04-01,5779,13,25
2028-08-18,5788,5,26
2081-06-12,5841,3,5
2025-04-19,5785,1,21
2024-04-15,5784,1,7
2038-06-22,5798,3,19
2017-12-14,5778,9,26
2013-01-08,5773,10,26
2047-12-22,5808,10,5
2017-05-07,5777,2,11
1968-03-14,5728,12,14
2098-09-17,5858,6,20
2036-01-13,5796,10,13
2091-07-10,5851,4,24
2053-09-20,5814,7,8
2066-10-20,5827,8,1
2086-01-19,5846,11,4
2073-04-18,5833,1,11
1990-06-23,5750,3,30
2030-12-22,5791,9,26
1963-03-24,5723,12,28
2093-05-26,5853,3,1
1955-12-30,5716,10,15
2002-12-01,5763,9,26
1953-08-08,5713,5,27
2007-03-10,5767,12,20
1996-11-08,5757,8,26
1968-10-16,5729,7,24
2011-05-01,5771,1,27
1980-07-10,5740,4,26
2017-05-15,5777,2,19
1978-11-15,5739,8,15
2081-05-04,5841,1,25
1963-06-17,5723,3,25
2048-02-27,5808,12,13
2010-08-21,5770,6,11
2056-08-02,5816,5,20
2060-02-08,5820,12,7
2036-08-13,5796,5,20
2076-05-29,5836,2,26
1955-07-25,5715,5,6
2027-05-24,5787,2,17
2067-04-13,5827,1,28
1979-08-10,5739,5,17
2058-12-21,5819,10,5
2027-11-28,5788,8,28
1978-03-10,5738,13,1
1959-08-11,5719,5,7
1968-03-03,5728,12,3
2009-05-29,5769,3,6
1986-11-18,5747,8,16
1984-02-02,5744,11,29
2023-06-09,5783,3,20
2049-06-04,5809,3,4
2079-07-22,5839,4,23
2080-12-23,5841,10,11
2046-11-30,5807,9,1
1997-08-06,5757,5,3
2068-07-12,5828,4,12
2000-07-06,5760,4,3
2003-05-13,5763,2,11
1992-08-15,5752,5,16
1967-03-18,5727,13,6
1958-11-27,5719,9,15
2020-07-01,5780,4,9
2052-08-04,5812,5,9
2048-08-16,5808,6,7
2038-02-02,5798,11,27
1977-07-23,5737,5,8
1959-10-13,5720,7,11
2014-09-29,5775,7,5
1950-09-08,5710,6,26
2026-09-22,5787,7,11
1965-09-21,5725,6,24
2002-11-07,5763,9,2
2097-10-30,5858,8,24
2068-10-14,5829,7,18
2062-02-27,5822,12,17
2057-09-11,5817,6,12
2036-03-08,5796,12,9
1985-10-29,5746,8,14
1967-05-28,5727,2,18
1954-08-14,5714,5,15
1980-08-26,5740,6,14
2064-07-05,5824,4,21
2002-05-12,5762,3,1
1964-09-13,5725,7,7
1970-09-22,5730,6,21
2005-04-30,5765,1,21
2090-10-30,5851,8,6
2021-04-26,5781,2,14
2034-07-02,5794,4,15
2037-10-04,5798,7,25
2068-08-10,5828,5,12
1966-05-09,5726,2,19
2065-03-03,5825,12,25
2047-08-19,5807,5,27
2019-07-14,5779,4,11
1983-03-05,5743,12,20
2016-07-28,5776,4,22
2018-06-11,5778,3,28
2016-04-13,5776,1,5
1983-06-24,5743,4,13
1958-01-03,5718,10,11
1997-03-30,5757,13,21
2033-06-12,5793,3,15
1997-04-06,5757,13,28
1990-08-06,5750,5,15
1998-03-10,5758,12,12
2051-03-30,5811,1,17
1961-01-22,5721,11,5
1977-02-12,5737,11,24
2084-12-21,5845,9,23
2074-12-19,5835,10,1
2069-10-06,5830,7,21
1967-05-09,5727,1,29
2069-11-19,5830,9,5
2011-09-08,5771,6,9
2095-01-04,5855,10,28
2047-02-25,5807,11,29
2024-04-13,5784,1,5
2085-09-24,5846,7,5
2055-10-25,5816,8,3
1990-10-28,5751,8,9
2049-05-01,5809,1,29
2019-06-17,5779,3,14
2096-11-05,5857,8,20
2025-02-11,5785,11,13
2046-02-01,5806,11,25
2073-04-12,5833,1,5
2035-03-14,5795,13,3
1992-04-13,5752,1,10
2035-06-16,5795,3,9
2003-08-16,5763,5,18
1964-03-02,5724,12,18
2020-11-02,5781,8,15
2078-03-02,5838,12,17
1956-03-25,5716,1,13
2040-02-03,5800,11,19
2052-06-29,5812,4,2
2042-09-25,5803,7,11
2093-08-16,5853,5,24
2052-07-16,5812,4,19
2071-07-27,5831,5,1
2061-04-18,5821,1,28
1976-06-16,5736,3,18
1971-08-01,5731,5,10
2085-11-11,5846,8,23
2030-07-28,5790,4,27
1981-01-07,5741,11,2
1979-12-30,5740,10,10
1988-01-08,5748,10,18
2095-01-23,5855,11,18
1984-07-31,5744,5,2
1972-08-22,5732,6,12
1957-08-28,5717,6,1
2025-12-19,5786,9,29
1964-01-23,5724,11,9
2028-02-14,5788,11,17
1986-03-25,5746,13,14
2097-08-04,5857,5,26
1976-07-14,5736,4,16
2056-10-08,5817,7,28
1996-04-09,5756,1,20
2007-05-17,5767,2,29
2080-06-18,5840,4,1
1962-01-09,5722,11,4
1965-08-13,5725,5,15
2019-08-21,5779,5,20
2049-10-29,5810,8,3
2021-04-19,5781,2,7
2049-01-20,5809,11,17
2008-07-08,5768,4,5
1999-07-24,5759,5,11
2043-04-01,5803,13,20
2032-03-16,5792,1,4
1952-03-21,5712,12,24
2091-02-17,5851,11,29
2075-09-04,5835,6,24
2061-10-17,5822,8,3
2043-10-06,5804,7,2
2090-04-04,5850,1,4
2025-04-15,5785,1,17
1970-03-11,5730,13,3
1976-11-06,5737,8,13
1976-08-04,5736,5,8
2051-08-31,5811,6,23
2054-07-20,5814,4,14
2086-01-28,5846,11,13
1968-12-14,5729,9,23
